;index;Produktvariante;Prozessschritt;Auftragsnummer;Prozessbeschreibung;Prozessnummer;Startdatum;Startzeit;Enddatum;Endzeit;Arbeitsstation;Transportzeit;Start;Ende;werkstueckID
1157;1157;8011;60;1361;store a part from stopper 2;211;12.05.21;2022-09-22 19:57:43;12.05.21;19:57:57;5;1126;2021-12-05 19:57:43;2021-12-05 19:57:57;193
1158;1158;8011;10;1361;release a defined part on stopper 1;212;12.05.21;2022-09-22 19:48:11;12.05.21;19:48:27;5;0;2021-12-05 19:48:11;2021-12-05 19:48:27;194
1159;1159;8011;20;1361;feed part from magazin;200;12.05.21;2022-09-22 19:48:54;12.05.21;19:48:55;11;27;2021-12-05 19:48:54;2021-12-05 19:48:55;194
1166;1166;8011;30;1361;assemble a PCB with fuse left and right ;304;12.05.21;2022-09-22 19:55:37;12.05.21;19:57:29;8;6;2021-12-05 19:55:37;2021-12-05 19:57:29;194
1167;1167;8011;40;1361;feed part from magazin;200;12.05.21;2022-09-22 19:58:15;12.05.21;19:58:18;6;63;2021-12-05 19:58:15;2021-12-05 19:58:18;194
1168;1168;8011;50;1361;pressing for time in seconds;110;12.05.21;2022-09-22 19:58:44;12.05.21;19:58:46;7;14;2021-12-05 19:58:44;2021-12-05 19:58:46;194
1169;1169;8011;60;1361;store a part from stopper 2;211;12.05.21;2022-09-22 20:00:32;12.05.21;20:00:45;5;1126;2021-12-05 20:00:32;2021-12-05 20:00:45;194
1164;1164;8011;10;1361;release a defined part on stopper 1;212;12.05.21;2022-09-22 19:48:57;12.05.21;19:49:12;5;0;2021-12-05 19:48:57;2021-12-05 19:49:12;195
1165;1165;8011;20;1361;feed part from magazin;200;12.05.21;2022-09-22 19:49:39;12.05.21;19:49:41;11;27;2021-12-05 19:49:39;2021-12-05 19:49:41;195
1160;1160;8011;30;1361;assemble a PCB with fuse left and right ;304;12.05.21;2022-09-22 20:04:32;12.05.21;20:10:56;8;6;2021-12-05 20:04:32;2021-12-05 20:10:56;195
1161;1161;8011;40;1361;feed part from magazin;200;12.05.21;2022-09-22 20:12:16;12.05.21;20:12:18;6;63;2021-12-05 20:12:16;2021-12-05 20:12:18;195
1162;1162;8011;50;1361;pressing for time in seconds;110;12.05.21;2022-09-22 20:12:41;12.05.21;20:12:43;7;14;2021-12-05 20:12:41;2021-12-05 20:12:43;195
1163;1163;8011;60;1361;store a part from stopper 2;211;12.05.21;2022-09-22 20:14:57;12.05.21;20:15:09;5;1126;2021-12-05 20:14:57;2021-12-05 20:15:09;195
1170;1170;8110;10;1361;release a defined part on stopper 1;212;12.05.21;2022-09-22 19:49:15;12.05.21;19:49:27;5;0;2021-12-05 19:49:15;2021-12-05 19:49:27;196
1171;1171;8110;20;1361;feed part from magazin;200;12.05.21;2022-09-22 19:49:54;12.05.21;19:49:56;11;27;2021-12-05 19:49:54;2021-12-05 19:49:56;196
1172;1172;8110;30;1361;assembly part with defined PCB;300;12.05.21;2022-09-22 19:57:33;12.05.21;19:59:03;8;6;2021-12-05 19:57:33;2021-12-05 19:59:03;196
1173;1173;8110;40;1361;feed part from magazin;200;12.05.21;2022-09-22 20:00:15;12.05.21;20:00:17;6;63;2021-12-05 20:00:15;2021-12-05 20:00:17;196
1174;1174;8110;50;1361;pressing for time in seconds;110;12.05.21;2022-09-22 20:00:31;12.05.21;20:00:33;7;14;2021-12-05 20:00:31;2021-12-05 20:00:33;196
1175;1175;8110;60;1361;store a part from stopper 2;211;12.05.21;2022-09-22 20:01:53;12.05.21;20:02:06;5;1126;2021-12-05 20:01:53;2021-12-05 20:02:06;196
1176;1176;8110;10;1361;release a defined part on stopper 1;212;12.05.21;2022-09-22 19:49:42;12.05.21;19:49:56;5;0;2021-12-05 19:49:42;2021-12-05 19:49:56;197
1177;1177;8110;20;1361;feed part from magazin;200;12.05.21;2022-09-22 19:50:23;12.05.21;19:50:24;11;27;2021-12-05 19:50:23;2021-12-05 19:50:24;197
1184;1184;8110;30;1361;assembly part with defined PCB;300;12.05.21;2022-09-22 19:59:08;12.05.21;20:00:38;8;6;2021-12-05 19:59:08;2021-12-05 20:00:38;197
1185;1185;8110;40;1361;feed part from magazin;200;12.05.21;2022-09-22 20:01:35;12.05.21;20:01:37;6;63;2021-12-05 20:01:35;2021-12-05 20:01:37;197
1186;1186;8110;50;1361;pressing for time in seconds;110;12.05.21;2022-09-22 20:01:53;12.05.21;20:01:55;7;14;2021-12-05 20:01:53;2021-12-05 20:01:55;197
1187;1187;8110;60;1361;store a part from stopper 2;211;12.05.21;2022-09-22 20:03:37;12.05.21;20:03:49;5;1126;2021-12-05 20:03:37;2021-12-05 20:03:49;197
1182;1182;8110;10;1361;release a defined part on stopper 1;212;12.05.21;2022-09-22 19:50:41;12.05.21;19:50:56;5;0;2021-12-05 19:50:41;2021-12-05 19:50:56;198
1183;1183;8110;20;1361;feed part from magazin;200;12.05.21;2022-09-22 19:51:22;12.05.21;19:51:24;11;27;2021-12-05 19:51:22;2021-12-05 19:51:24;198
1178;1178;8110;30;1361;assembly part with defined PCB;300;12.05.21;2022-09-22 20:00:47;12.05.21;20:02:19;8;6;2021-12-05 20:00:47;2021-12-05 20:02:19;198
1179;1179;8110;40;1361;feed part from magazin;200;12.05.21;2022-09-22 20:03:04;12.05.21;20:03:07;6;63;2021-12-05 20:03:04;2021-12-05 20:03:07;198
1180;1180;8110;50;1361;pressing for time in seconds;110;12.05.21;2022-09-22 20:03:24;12.05.21;20:03:26;7;14;2021-12-05 20:03:24;2021-12-05 20:03:26;198
1181;1181;8110;60;1361;store a part from stopper 2;211;12.05.21;2022-09-22 20:05:06;12.05.21;20:05:19;5;1126;2021-12-05 20:05:06;2021-12-05 20:05:19;198
1188;1188;8110;10;1361;release a defined part on stopper 1;212;12.05.21;2022-09-22 19:51:12;12.05.21;19:51:28;5;0;2021-12-05 19:51:12;2021-12-05 19:51:28;199
1189;1189;8110;20;1361;feed part from magazin;200;12.05.21;2022-09-22 19:51:55;12.05.21;19:51:56;11;27;2021-12-05 19:51:55;2021-12-05 19:51:56;199
1196;1196;8110;30;1361;assembly part with defined PCB;300;12.05.21;2022-09-22 20:02:56;12.05.21;20:04:27;8;6;2021-12-05 20:02:56;2021-12-05 20:04:27;199
1197;1197;8110;40;1361;feed part from magazin;200;12.05.21;2022-09-22 20:05:09;12.05.21;20:05:11;6;63;2021-12-05 20:05:09;2021-12-05 20:05:11;199
1198;1198;8110;50;1361;pressing for time in seconds;110;12.05.21;2022-09-22 20:05:27;12.05.21;20:05:29;7;14;2021-12-05 20:05:27;2021-12-05 20:05:29;199
1199;1199;8110;60;1361;store a part from stopper 2;211;12.05.21;2022-09-22 20:07:06;12.05.21;20:07:17;5;1126;2021-12-05 20:07:06;2021-12-05 20:07:17;199
1194;1194;8110;10;1361;release a defined part on stopper 1;212;12.05.21;2022-09-22 19:55:50;12.05.21;19:56:03;5;0;2021-12-05 19:55:50;2021-12-05 19:56:03;200
1195;1195;8110;20;1361;feed part from magazin;200;12.05.21;2022-09-22 19:56:30;12.05.21;19:56:32;11;27;2021-12-05 19:56:30;2021-12-05 19:56:32;200
1190;1190;8110;30;1361;assembly part with defined PCB;300;12.05.21;2022-09-22 20:11:01;12.05.21;20:12:32;8;6;2021-12-05 20:11:01;2021-12-05 20:12:32;200
1191;1191;8110;40;1361;feed part from magazin;200;12.05.21;2022-09-22 20:13:37;12.05.21;20:13:40;6;63;2021-12-05 20:13:37;2021-12-05 20:13:40;200
1192;1192;8110;50;1361;pressing for time in seconds;110;12.05.21;2022-09-22 20:13:53;12.05.21;20:13:55;7;14;2021-12-05 20:13:53;2021-12-05 20:13:55;200
1193;1193;8110;60;1361;store a part from stopper 2;211;12.05.21;2022-09-22 20:15:54;12.05.21;20:16:07;5;1126;2021-12-05 20:15:54;2021-12-05 20:16:07;200
1200;1200;8010;10;1362;release a defined part on stopper 1;212;12.05.21;2022-09-22 20:03:50;12.05.21;20:04:04;5;0;2021-12-05 20:03:50;2021-12-05 20:04:04;201
1201;1201;8010;20;1362;feed part from magazin;200;12.05.21;2022-09-22 20:04:30;12.05.21;20:04:32;11;27;2021-12-05 20:04:30;2021-12-05 20:04:32;201
1202;1202;8010;30;1362;assemble a PCB with one fuse left;302;12.05.21;2022-09-22 20:12:36;12.05.21;20:14:53;8;6;2021-12-05 20:12:36;2021-12-05 20:14:53;201
1203;1203;8010;40;1362;feed part from magazin;200;12.05.21;2022-09-22 20:15:49;12.05.21;20:15:51;6;63;2021-12-05 20:15:49;2021-12-05 20:15:51;201
1204;1204;8010;50;1362;pressing for time in seconds;110;12.05.21;2022-09-22 20:16:07;12.05.21;20:16:09;7;14;2021-12-05 20:16:07;2021-12-05 20:16:09;201
1205;1205;8010;60;1362;store a part from stopper 2;211;12.05.21;2022-09-22 20:18:06;12.05.21;20:18:19;5;1126;2021-12-05 20:18:06;2021-12-05 20:18:19;201
1209;1209;8010;10;1362;release a defined part on stopper 1;212;12.05.21;2022-09-22 20:04:07;12.05.21;20:04:19;5;0;2021-12-05 20:04:07;2021-12-05 20:04:19;202
1210;1210;8010;20;1362;feed part from magazin;200;12.05.21;2022-09-22 20:04:46;12.05.21;20:04:48;11;27;2021-12-05 20:04:46;2021-12-05 20:04:48;202
1211;1211;8010;30;1362;assemble a PCB with one fuse left;302;12.05.21;2022-09-22 20:18:38;12.05.21;20:20:21;8;6;2021-12-05 20:18:38;2021-12-05 20:20:21;202
1206;1206;8010;40;1362;feed part from magazin;200;12.05.21;2022-09-22 20:21:07;12.05.21;20:21:10;6;63;2021-12-05 20:21:07;2021-12-05 20:21:10;202
1207;1207;8010;50;1362;pressing for time in seconds;110;12.05.21;2022-09-22 20:21:29;12.05.21;20:21:31;7;14;2021-12-05 20:21:29;2021-12-05 20:21:31;202
1208;1208;8010;60;1362;store a part from stopper 2;211;12.05.21;2022-09-22 20:22:50;12.05.21;20:23:04;5;1126;2021-12-05 20:22:50;2021-12-05 20:23:04;202
1212;1212;8011;10;1362;release a defined part on stopper 1;212;12.05.21;2022-09-22 20:04:38;12.05.21;20:04:52;5;0;2021-12-05 20:04:38;2021-12-05 20:04:52;203
1213;1213;8011;20;1362;feed part from magazin;200;12.05.21;2022-09-22 20:05:18;12.05.21;20:05:20;11;27;2021-12-05 20:05:18;2021-12-05 20:05:20;203
1214;1214;8011;30;1362;assemble a PCB with fuse left and right ;304;12.05.21;2022-09-22 20:23:46;12.05.21;20:25:37;8;6;2021-12-05 20:23:46;2021-12-05 20:25:37;203
1215;1215;8011;40;1362;feed part from magazin;200;12.05.21;2022-09-22 20:26:19;12.05.21;20:26:21;6;63;2021-12-05 20:26:19;2021-12-05 20:26:21;203
1216;1216;8011;50;1362;pressing for time in seconds;110;12.05.21;2022-09-22 20:26:35;12.05.21;20:26:37;7;14;2021-12-05 20:26:35;2021-12-05 20:26:37;203
1217;1217;8011;60;1362;store a part from stopper 2;211;12.05.21;2022-09-22 20:28:59;12.05.21;20:29:11;5;1126;2021-12-05 20:28:59;2021-12-05 20:29:11;203
1218;1218;8011;10;1362;release a defined part on stopper 1;212;12.05.21;2022-09-22 20:05:25;12.05.21;20:05:39;5;0;2021-12-05 20:05:25;2021-12-05 20:05:39;204
1219;1219;8011;20;1362;feed part from magazin;200;12.05.21;2022-09-22 20:06:06;12.05.21;20:06:41;11;27;2021-12-05 20:06:06;2021-12-05 20:06:41;204
1220;1220;8011;30;1362;assemble a PCB with fuse left and right ;304;12.05.21;2022-09-22 20:25:42;12.05.21;20:27:33;8;6;2021-12-05 20:25:42;2021-12-05 20:27:33;204
1221;1221;8011;40;1362;feed part from magazin;200;12.05.21;2022-09-22 20:28:23;12.05.21;20:28:25;6;63;2021-12-05 20:28:23;2021-12-05 20:28:25;204
1222;1222;8011;50;1362;pressing for time in seconds;110;12.05.21;2022-09-22 20:28:38;12.05.21;20:28:40;7;14;2021-12-05 20:28:38;2021-12-05 20:28:40;204
1223;1223;8011;60;1362;store a part from stopper 2;211;12.05.21;2022-09-22 20:30:12;12.05.21;20:30:24;5;1126;2021-12-05 20:30:12;2021-12-05 20:30:24;204
1236;1236;8111;10;1362;release a defined part on stopper 1;212;12.05.21;2022-09-22 20:07:18;12.05.21;20:07:31;5;0;2021-12-05 20:07:18;2021-12-05 20:07:31;205
1237;1237;8111;20;1362;feed part from magazin;200;12.05.21;2022-09-22 20:07:58;12.05.21;20:08:00;11;27;2021-12-05 20:07:58;2021-12-05 20:08:00;205
1244;1244;8111;30;1362;assembly part with defined PCB;300;12.05.21;2022-09-22 20:14:57;12.05.21;20:16:35;8;6;2021-12-05 20:14:57;2021-12-05 20:16:35;205
1245;1245;8111;40;1362;feed part from magazin;200;12.05.21;2022-09-22 20:17:39;12.05.21;20:17:41;6;63;2021-12-05 20:17:39;2021-12-05 20:17:41;205
1246;1246;8111;50;1362;pressing for time in seconds;110;12.05.21;2022-09-22 20:17:59;12.05.21;20:18:01;7;14;2021-12-05 20:17:59;2021-12-05 20:18:01;205
1247;1247;8111;60;1362;store a part from stopper 2;211;12.05.21;2022-09-22 20:19:25;12.05.21;20:19:39;5;1126;2021-12-05 20:19:25;2021-12-05 20:19:39;205
1242;1242;8111;10;1362;release a defined part on stopper 1;212;12.05.21;2022-09-22 20:08:52;12.05.21;20:09:06;5;0;2021-12-05 20:08:52;2021-12-05 20:09:06;206
1243;1243;8111;20;1362;feed part from magazin;200;12.05.21;2022-09-22 20:09:33;12.05.21;20:09:35;11;27;2021-12-05 20:09:33;2021-12-05 20:09:35;206
1238;1238;8111;30;1362;assembly part with defined PCB;300;12.05.21;2022-09-22 20:20:26;12.05.21;20:22:05;8;6;2021-12-05 20:20:26;2021-12-05 20:22:05;206
1239;1239;8111;40;1362;feed part from magazin;200;12.05.21;2022-09-22 20:22:47;12.05.21;20:22:50;6;63;2021-12-05 20:22:47;2021-12-05 20:22:50;206
1240;1240;8111;50;1362;pressing for time in seconds;110;12.05.21;2022-09-22 20:23:03;12.05.21;20:23:05;7;14;2021-12-05 20:23:03;2021-12-05 20:23:05;206
1241;1241;8111;60;1362;store a part from stopper 2;211;12.05.21;2022-09-22 20:24:49;12.05.21;20:25:01;5;1126;2021-12-05 20:24:49;2021-12-05 20:25:01;206
1224;1224;8110;10;1362;release a defined part on stopper 1;212;12.05.21;2022-09-22 20:05:43;12.05.21;20:05:57;5;0;2021-12-05 20:05:43;2021-12-05 20:05:57;207
1225;1225;8110;20;1362;feed part from magazin;200;12.05.21;2022-09-22 20:06:45;12.05.21;20:06:46;11;27;2021-12-05 20:06:45;2021-12-05 20:06:46;207
1232;1232;8110;30;1362;assembly part with defined PCB;300;12.05.21;2022-09-22 20:17:03;12.05.21;20:18:34;8;6;2021-12-05 20:17:03;2021-12-05 20:18:34;207
1233;1233;8110;40;1362;feed part from magazin;200;12.05.21;2022-09-22 20:19:15;12.05.21;20:19:17;6;63;2021-12-05 20:19:15;2021-12-05 20:19:17;207
1234;1234;8110;50;1362;pressing for time in seconds;110;12.05.21;2022-09-22 20:19:43;12.05.21;20:19:45;7;14;2021-12-05 20:19:43;2021-12-05 20:19:45;207
1235;1235;8110;60;1362;store a part from stopper 2;211;12.05.21;2022-09-22 20:21:18;12.05.21;20:21:30;5;1126;2021-12-05 20:21:18;2021-12-05 20:21:30;207
1230;1230;8110;10;1362;release a defined part on stopper 1;212;12.05.21;2022-09-22 20:06:37;12.05.21;20:06:50;5;0;2021-12-05 20:06:37;2021-12-05 20:06:50;208
1231;1231;8110;20;1362;feed part from magazin;200;12.05.21;2022-09-22 20:07:18;12.05.21;20:07:20;11;27;2021-12-05 20:07:18;2021-12-05 20:07:20;208
1226;1226;8110;30;1362;assembly part with defined PCB;300;12.05.21;2022-09-22 20:22:09;12.05.21;20:23:39;8;6;2021-12-05 20:22:09;2021-12-05 20:23:39;208
1227;1227;8110;40;1362;feed part from magazin;200;12.05.21;2022-09-22 20:24:33;12.05.21;20:24:35;6;63;2021-12-05 20:24:33;2021-12-05 20:24:35;208
1228;1228;8110;50;1362;pressing for time in seconds;110;12.05.21;2022-09-22 20:24:49;12.05.21;20:24:51;7;14;2021-12-05 20:24:49;2021-12-05 20:24:51;208
1229;1229;8110;60;1362;store a part from stopper 2;211;12.05.21;2022-09-22 20:26:25;12.05.21;20:26:37;5;1126;2021-12-05 20:26:25;2021-12-05 20:26:37;208
1248;1248;8010;10;1363;release a defined part on stopper 1;212;12.05.21;2022-09-22 20:24:19;12.05.21;20:24:33;5;0;2021-12-05 20:24:19;2021-12-05 20:24:33;209
1249;1249;8010;20;1363;feed part from magazin;200;12.05.21;2022-09-22 20:25:00;12.05.21;20:25:01;11;27;2021-12-05 20:25:00;2021-12-05 20:25:01;209
1250;1250;8010;30;1363;assemble a PCB with one fuse left;302;12.05.21;2022-09-22 20:27:55;12.05.21;20:29:38;8;6;2021-12-05 20:27:55;2021-12-05 20:29:38;209
1251;1251;8010;40;1363;feed part from magazin;200;12.05.21;2022-09-22 20:30:23;12.05.21;20:30:26;6;63;2021-12-05 20:30:23;2021-12-05 20:30:26;209
1252;1252;8010;50;1363;pressing for time in seconds;110;12.05.21;2022-09-22 20:30:39;12.05.21;20:30:41;7;14;2021-12-05 20:30:39;2021-12-05 20:30:41;209
1253;1253;8010;60;1363;store a part from stopper 2;211;12.05.21;2022-09-22 20:32:50;12.05.21;20:33:02;5;1126;2021-12-05 20:32:50;2021-12-05 20:33:02;209
1254;1254;8010;10;1363;release a defined part on stopper 1;212;12.05.21;2022-09-22 20:25:02;12.05.21;20:25:15;5;0;2021-12-05 20:25:02;2021-12-05 20:25:15;210
1255;1255;8010;20;1363;feed part from magazin;200;12.05.21;2022-09-22 20:25:41;12.05.21;20:25:43;11;27;2021-12-05 20:25:41;2021-12-05 20:25:43;210
1256;1256;8010;30;1363;assemble a PCB with one fuse left;302;12.05.21;2022-09-22 20:29:43;12.05.21;20:31:26;8;6;2021-12-05 20:29:43;2021-12-05 20:31:26;210
1257;1257;8010;40;1363;feed part from magazin;200;12.05.21;2022-09-22 20:32:23;12.05.21;20:32:25;6;63;2021-12-05 20:32:23;2021-12-05 20:32:25;210
1258;1258;8010;50;1363;pressing for time in seconds;110;12.05.21;2022-09-22 20:32:38;12.05.21;20:32:40;7;14;2021-12-05 20:32:38;2021-12-05 20:32:40;210
1259;1259;8010;60;1363;store a part from stopper 2;211;12.05.21;2022-09-22 20:34:16;12.05.21;20:34:29;5;1126;2021-12-05 20:34:16;2021-12-05 20:34:29;210
1260;1260;8011;10;1363;release a defined part on stopper 1;212;12.05.21;2022-09-22 20:26:38;12.05.21;20:26:51;5;0;2021-12-05 20:26:38;2021-12-05 20:26:51;211
1261;1261;8011;20;1363;feed part from magazin;200;12.05.21;2022-09-22 20:27:17;12.05.21;20:27:19;11;27;2021-12-05 20:27:17;2021-12-05 20:27:19;211
1262;1262;8011;30;1363;assemble a PCB with fuse left and right ;304;12.05.21;2022-09-22 20:31:32;12.05.21;20:33:23;8;6;2021-12-05 20:31:32;2021-12-05 20:33:23;211
1263;1263;8011;40;1363;feed part from magazin;200;12.05.21;2022-09-22 20:34:54;12.05.21;20:34:57;6;63;2021-12-05 20:34:54;2021-12-05 20:34:57;211
1264;1264;8011;50;1363;pressing for time in seconds;110;12.05.21;2022-09-22 20:35:10;12.05.21;20:35:12;7;14;2021-12-05 20:35:10;2021-12-05 20:35:12;211
1265;1265;8011;60;1363;store a part from stopper 2;211;12.05.21;2022-09-22 20:37:04;12.05.21;20:37:16;5;1126;2021-12-05 20:37:04;2021-12-05 20:37:16;211
1266;1266;8011;10;1363;release a defined part on stopper 1;212;12.05.21;2022-09-22 20:26:54;12.05.21;20:27:08;5;0;2021-12-05 20:26:54;2021-12-05 20:27:08;212
1267;1267;8011;20;1363;feed part from magazin;200;12.05.21;2022-09-22 20:27:35;12.05.21;20:27:36;11;27;2021-12-05 20:27:35;2021-12-05 20:27:36;212
1268;1268;8011;30;1363;assemble a PCB with fuse left and right ;304;12.05.21;2022-09-22 20:33:52;12.05.21;20:35:43;8;6;2021-12-05 20:33:52;2021-12-05 20:35:43;212
1269;1269;8011;40;1363;feed part from magazin;200;12.05.21;2022-09-22 20:36:28;12.05.21;20:36:30;6;63;2021-12-05 20:36:28;2021-12-05 20:36:30;212
1270;1270;8011;50;1363;pressing for time in seconds;110;12.05.21;2022-09-22 20:36:54;12.05.21;20:36:56;7;14;2021-12-05 20:36:54;2021-12-05 20:36:56;212
1271;1271;8011;60;1363;store a part from stopper 2;211;12.05.21;2022-09-22 20:38:28;12.05.21;20:38:41;5;1126;2021-12-05 20:38:28;2021-12-05 20:38:41;212
1284;1284;8111;10;1363;release a defined part on stopper 1;212;12.05.21;2022-09-22 20:27:46;12.05.21;20:28:00;5;0;2021-12-05 20:27:46;2021-12-05 20:28:00;213
1285;1285;8111;20;1363;feed part from magazin;200;12.05.21;2022-09-22 20:28:27;12.05.21;20:28:29;11;27;2021-12-05 20:28:27;2021-12-05 20:28:29;213
1286;1286;8111;30;1363;assembly part with defined PCB;300;12.05.21;2022-09-22 20:35:47;12.05.21;20:37:27;8;6;2021-12-05 20:35:47;2021-12-05 20:37:27;213
1287;1287;8111;40;1363;feed part from magazin;200;12.05.21;2022-09-22 20:38:49;12.05.21;20:38:51;6;63;2021-12-05 20:38:49;2021-12-05 20:38:51;213
1288;1288;8111;50;1363;pressing for time in seconds;110;12.05.21;2022-09-22 20:39:05;12.05.21;20:39:07;7;14;2021-12-05 20:39:05;2021-12-05 20:39:07;213
1289;1289;8111;60;1363;store a part from stopper 2;211;12.05.21;2022-09-22 20:40:56;12.05.21;20:41:08;5;1126;2021-12-05 20:40:56;2021-12-05 20:41:08;213
1290;1290;8111;10;1363;release a defined part on stopper 1;212;12.05.21;2022-09-22 20:28:10;12.05.21;20:28:24;5;0;2021-12-05 20:28:10;2021-12-05 20:28:24;214
1291;1291;8111;20;1363;feed part from magazin;200;12.05.21;2022-09-22 20:28:51;12.05.21;20:28:53;11;27;2021-12-05 20:28:51;2021-12-05 20:28:53;214
1292;1292;8111;30;1363;assembly part with defined PCB;300;12.05.21;2022-09-22 20:37:31;12.05.21;20:39:10;8;6;2021-12-05 20:37:31;2021-12-05 20:39:10;214
1293;1293;8111;40;1363;feed part from magazin;200;12.05.21;2022-09-22 20:40:11;12.05.21;20:40:13;6;63;2021-12-05 20:40:11;2021-12-05 20:40:13;214
1294;1294;8111;50;1363;pressing for time in seconds;110;12.05.21;2022-09-22 20:40:27;12.05.21;20:40:29;7;14;2021-12-05 20:40:27;2021-12-05 20:40:29;214
1295;1295;8111;60;1363;store a part from stopper 2;211;12.05.21;2022-09-22 20:42:04;12.05.21;20:42:16;5;1126;2021-12-05 20:42:04;2021-12-05 20:42:16;214
1272;1272;8110;10;1363;release a defined part on stopper 1;212;12.05.21;2022-09-22 20:27:12;12.05.21;20:27:26;5;0;2021-12-05 20:27:12;2021-12-05 20:27:26;215
1273;1273;8110;20;1363;feed part from magazin;200;12.05.21;2022-09-22 20:27:52;12.05.21;20:27:54;11;27;2021-12-05 20:27:52;2021-12-05 20:27:54;215
1280;1280;8110;30;1363;assembly part with defined PCB;300;12.05.21;2022-09-22 20:39:18;12.05.21;20:40:49;8;6;2021-12-05 20:39:18;2021-12-05 20:40:49;215
1281;1281;8110;40;1363;feed part from magazin;200;12.05.21;2022-09-22 20:41:40;12.05.21;20:41:42;6;63;2021-12-05 20:41:40;2021-12-05 20:41:42;215
1282;1282;8110;50;1363;pressing for time in seconds;110;12.05.21;2022-09-22 20:41:56;12.05.21;20:41:58;7;14;2021-12-05 20:41:56;2021-12-05 20:41:58;215
1283;1283;8110;60;1363;store a part from stopper 2;211;12.05.21;2022-09-22 20:43:30;12.05.21;20:43:43;5;1126;2021-12-05 20:43:30;2021-12-05 20:43:43;215
1278;1278;8110;10;1363;release a defined part on stopper 1;212;12.05.21;2022-09-22 20:27:29;12.05.21;20:27:43;5;0;2021-12-05 20:27:29;2021-12-05 20:27:43;216
1279;1279;8110;20;1363;feed part from magazin;200;12.05.21;2022-09-22 20:28:09;12.05.21;20:28:11;11;27;2021-12-05 20:28:09;2021-12-05 20:28:11;216
1274;1274;8110;30;1363;assembly part with defined PCB;300;12.05.21;2022-09-22 20:41:57;12.05.21;20:43:33;8;6;2021-12-05 20:41:57;2021-12-05 20:43:33;216
1275;1275;8110;40;1363;feed part from magazin;200;12.05.21;2022-09-22 20:44:41;12.05.21;20:44:43;6;63;2021-12-05 20:44:41;2021-12-05 20:44:43;216
1276;1276;8110;50;1363;pressing for time in seconds;110;12.05.21;2022-09-22 20:45:03;12.05.21;20:45:05;7;14;2021-12-05 20:45:03;2021-12-05 20:45:05;216
1277;1277;8110;60;1363;store a part from stopper 2;211;12.05.21;2022-09-22 20:46:42;12.05.21;20:46:56;5;1126;2021-12-05 20:46:42;2021-12-05 20:46:56;216
1296;1296;8010;10;1364;release a defined part on stopper 1;212;12.05.21;2022-09-22 20:42:17;12.05.21;20:42:32;5;0;2021-12-05 20:42:17;2021-12-05 20:42:32;217
1297;1297;8010;20;1364;feed part from magazin;200;12.05.21;2022-09-22 20:42:59;12.05.21;20:43:00;11;27;2021-12-05 20:42:59;2021-12-05 20:43:00;217
