;level_0;Unnamed: 0;index;Produktvariante;Prozessschritt;Auftragsnummer;Prozessbeschreibung;Prozessnummer;Startdatum;Startzeit;Enddatum;Endzeit;Arbeitsstation;Transportzeit;Start;Ende;werkstueckID;Bearbeitungszeit_s;Transportzeit_s;Durchlaufzeit_s
1106;1106;1106;1106;8010;30;1360;assemble a PCB with one fuse left;302;12.05.21;2022-09-22 19:41:31;12.05.21;19:43:14;8;6;2021-12-05 19:41:31;2021-12-05 19:43:14;185;103.0;1138.0;0.0
1107;1107;1107;1107;8010;40;1360;feed part from magazin;200;12.05.21;2022-09-22 19:44:07;12.05.21;19:44:09;6;63;2021-12-05 19:44:07;2021-12-05 19:44:09;185;2.0;53.0;0.0
1108;1108;1108;1108;8010;50;1360;pressing for time in seconds;110;12.05.21;2022-09-22 19:44:25;12.05.21;19:44:27;7;14;2021-12-05 19:44:25;2021-12-05 19:44:27;185;2.0;16.0;0.0
1109;1109;1109;1109;8010;60;1360;store a part from stopper 2;211;12.05.21;2022-09-22 19:46:32;12.05.21;19:46:44;5;1126;2021-12-05 19:46:32;2021-12-05 19:46:44;185;12.0;125.00000000000001;1493.0
1110;1110;1110;1110;8111;10;1360;release a defined part on stopper 1;212;12.05.21;2022-09-22 19:22:14;12.05.21;19:22:28;5;0;2021-12-05 19:22:14;2021-12-05 19:22:28;186;14.0;0.0;0.0
1111;1111;1111;1111;8111;20;1360;feed part from magazin;200;12.05.21;2022-09-22 19:22:55;12.05.21;19:22:57;11;27;2021-12-05 19:22:55;2021-12-05 19:22:57;186;2.0;27.0;0.0
1112;1112;1112;1112;8111;30;1360;assembly part with defined PCB;300;12.05.21;2022-09-22 19:27:42;12.05.21;19:27:55;8;6;2021-12-05 19:27:42;2021-12-05 19:27:55;186;13.0;285.0;0.0
1113;1113;1113;1113;8111;40;1360;feed part from magazin;200;12.05.21;2022-09-22 19:28:48;12.05.21;19:28:50;6;63;2021-12-05 19:28:48;2021-12-05 19:28:50;186;2.0;53.0;0.0
1114;1114;1114;1114;8111;50;1360;pressing for time in seconds;110;12.05.21;2022-09-22 19:29:05;12.05.21;19:29:07;7;14;2021-12-05 19:29:05;2021-12-05 19:29:07;186;2.0;15.000000000000002;0.0
1115;1115;1115;1115;8111;60;1360;store a part from stopper 2;211;12.05.21;2022-09-22 19:30:51;12.05.21;19:31:03;5;1126;2021-12-05 19:30:51;2021-12-05 19:31:03;186;12.0;104.0;529.0
1116;1116;1116;1116;8111;10;1360;release a defined part on stopper 1;212;12.05.21;2022-09-22 19:24:31;12.05.21;19:24:45;5;0;2021-12-05 19:24:31;2021-12-05 19:24:45;187;14.0;0.0;0.0
1117;1117;1117;1117;8111;20;1360;feed part from magazin;200;12.05.21;2022-09-22 19:25:12;12.05.21;19:25:14;11;27;2021-12-05 19:25:12;2021-12-05 19:25:14;187;2.0;27.0;0.0
1118;1118;1118;1118;8111;30;1360;assembly part with defined PCB;300;12.05.21;2022-09-22 19:37:59;12.05.21;19:39:39;8;6;2021-12-05 19:37:59;2021-12-05 19:39:39;187;100.0;765.0;0.0
1119;1119;1119;1119;8111;40;1360;feed part from magazin;200;12.05.21;2022-09-22 19:40:27;12.05.21;19:40:29;6;63;2021-12-05 19:40:27;2021-12-05 19:40:29;187;2.0;48.0;0.0
1120;1120;1120;1120;8111;50;1360;pressing for time in seconds;110;12.05.21;2022-09-22 19:40:47;12.05.21;19:40:49;7;14;2021-12-05 19:40:47;2021-12-05 19:40:49;187;2.0;18.0;0.0
1121;1121;1121;1121;8111;60;1360;store a part from stopper 2;211;12.05.21;2022-09-22 19:43:29;12.05.21;19:43:41;5;1126;2021-12-05 19:43:29;2021-12-05 19:43:41;187;12.0;160.0;1150.0
1122;1122;1122;1122;8111;10;1360;release a defined part on stopper 1;212;12.05.21;2022-09-22 19:26:44;12.05.21;19:26:59;5;0;2021-12-05 19:26:44;2021-12-05 19:26:59;188;15.000000000000002;0.0;0.0
1123;1123;1123;1123;8111;20;1360;feed part from magazin;200;12.05.21;2022-09-22 19:27:26;12.05.21;19:27:28;11;27;2021-12-05 19:27:26;2021-12-05 19:27:28;188;2.0;27.0;0.0
1124;1124;1124;1124;8111;30;1360;assembly part with defined PCB;300;12.05.21;2022-09-22 19:43:19;12.05.21;19:44:58;8;6;2021-12-05 19:43:19;2021-12-05 19:44:58;188;99.0;951.0000000000001;0.0
1125;1125;1125;1125;8111;40;1360;feed part from magazin;200;12.05.21;2022-09-22 19:45:54;12.05.21;19:45:56;6;63;2021-12-05 19:45:54;2021-12-05 19:45:56;188;2.0;56.0;0.0
1126;1126;1126;1126;8111;50;1360;pressing for time in seconds;110;12.05.21;2022-09-22 19:46:11;12.05.21;19:46:13;7;14;2021-12-05 19:46:11;2021-12-05 19:46:13;188;2.0;15.000000000000002;0.0
1127;1127;1127;1127;8111;60;1360;store a part from stopper 2;211;12.05.21;2022-09-22 19:48:43;12.05.21;19:48:56;5;1126;2021-12-05 19:48:43;2021-12-05 19:48:56;188;13.0;150.0;1332.0
1128;1128;1128;1128;8111;10;1360;release a defined part on stopper 1;212;12.05.21;2022-09-22 19:41:15;12.05.21;19:41:29;5;0;2021-12-05 19:41:15;2021-12-05 19:41:29;189;14.0;0.0;0.0
1129;1129;1129;1129;8111;20;1360;feed part from magazin;200;12.05.21;2022-09-22 19:41:56;12.05.21;19:41:58;11;27;2021-12-05 19:41:56;2021-12-05 19:41:58;189;2.0;27.0;0.0
1130;1130;1130;1130;8111;30;1360;assembly part with defined PCB;300;12.05.21;2022-09-22 19:45:03;12.05.21;19:46:42;8;6;2021-12-05 19:45:03;2021-12-05 19:46:42;189;99.0;185.0;0.0
1131;1131;1131;1131;8111;40;1360;feed part from magazin;200;12.05.21;2022-09-22 19:47:28;12.05.21;19:47:30;6;63;2021-12-05 19:47:28;2021-12-05 19:47:30;189;2.0;46.0;0.0
1132;1132;1132;1132;8111;50;1360;pressing for time in seconds;110;12.05.21;2022-09-22 19:47:43;12.05.21;19:47:46;7;14;2021-12-05 19:47:43;2021-12-05 19:47:46;189;3.0;13.0;0.0
1133;1133;1133;1133;8111;60;1360;store a part from stopper 2;211;12.05.21;2022-09-22 19:49:28;12.05.21;19:49:42;5;1126;2021-12-05 19:49:28;2021-12-05 19:49:42;189;14.0;102.0;507.00000000000006
1134;1134;1134;1134;8111;10;1360;release a defined part on stopper 1;212;12.05.21;2022-09-22 19:41:58;12.05.21;19:42:12;5;0;2021-12-05 19:41:58;2021-12-05 19:42:12;190;14.0;0.0;0.0
1135;1135;1135;1135;8111;20;1360;feed part from magazin;200;12.05.21;2022-09-22 19:42:39;12.05.21;19:42:40;11;27;2021-12-05 19:42:39;2021-12-05 19:42:40;190;1.0;27.0;0.0
1136;1136;1136;1136;8111;30;1360;assembly part with defined PCB;300;12.05.21;2022-09-22 19:47:03;12.05.21;19:48:43;8;6;2021-12-05 19:47:03;2021-12-05 19:48:43;190;100.0;263.0;0.0
1137;1137;1137;1137;8111;40;1360;feed part from magazin;200;12.05.21;2022-09-22 19:49:28;12.05.21;19:49:30;6;63;2021-12-05 19:49:28;2021-12-05 19:49:30;190;2.0;45.0;0.0
1138;1138;1138;1138;8111;50;1360;pressing for time in seconds;110;12.05.21;2022-09-22 19:49:43;12.05.21;19:49:46;7;14;2021-12-05 19:49:43;2021-12-05 19:49:46;190;3.0;13.0;0.0
1139;1139;1139;1139;8111;60;1360;store a part from stopper 2;211;12.05.21;2022-09-22 19:52:00;12.05.21;19:52:14;5;1126;2021-12-05 19:52:00;2021-12-05 19:52:14;190;14.0;134.0;616.0
1140;1140;1140;1140;8011;10;1361;release a defined part on stopper 1;212;12.05.21;2022-09-22 19:46:45;12.05.21;19:47:00;5;0;2021-12-05 19:46:45;2021-12-05 19:47:00;191;15.000000000000002;0.0;0.0
1141;1141;1141;1141;8011;20;1361;feed part from magazin;200;12.05.21;2022-09-22 19:47:26;12.05.21;19:47:28;11;27;2021-12-05 19:47:26;2021-12-05 19:47:28;191;2.0;26.0;0.0
1142;1142;1142;1142;8011;30;1361;assemble a PCB with fuse left and right ;304;12.05.21;2022-09-22 19:49:02;12.05.21;19:50:55;8;6;2021-12-05 19:49:02;2021-12-05 19:50:55;191;113.0;94.0;0.0
1143;1143;1143;1143;8011;40;1361;feed part from magazin;200;12.05.21;2022-09-22 19:51:36;12.05.21;19:51:38;6;63;2021-12-05 19:51:36;2021-12-05 19:51:38;191;2.0;41.0;0.0
1144;1144;1144;1144;8011;50;1361;pressing for time in seconds;110;12.05.21;2022-09-22 19:52:19;12.05.21;19:53:41;7;14;2021-12-05 19:52:19;2021-12-05 19:53:41;191;82.0;41.0;0.0
1145;1145;1145;1145;8011;60;1361;store a part from stopper 2;211;12.05.21;2022-09-22 19:53:53;12.05.21;19:55:37;5;1126;2021-12-05 19:53:53;2021-12-05 19:55:37;191;104.0;12.0;532.0
1146;1146;1146;1146;8011;10;1361;release a defined part on stopper 1;212;12.05.21;2022-09-22 19:47:04;12.05.21;19:47:20;5;0;2021-12-05 19:47:04;2021-12-05 19:47:20;192;16.0;0.0;0.0
1147;1147;1147;1147;8011;20;1361;feed part from magazin;200;12.05.21;2022-09-22 19:47:47;12.05.21;19:47:48;11;27;2021-12-05 19:47:47;2021-12-05 19:47:48;192;1.0;27.0;0.0
1148;1148;1148;1148;8011;30;1361;assemble a PCB with fuse left and right ;304;12.05.21;2022-09-22 19:50:59;12.05.21;19:52:51;8;6;2021-12-05 19:50:59;2021-12-05 19:52:51;192;112.0;191.0;0.0
1149;1149;1149;1149;8011;40;1361;feed part from magazin;200;12.05.21;2022-09-22 19:54:09;12.05.21;19:54:11;6;63;2021-12-05 19:54:09;2021-12-05 19:54:11;192;2.0;78.0;0.0
1150;1150;1150;1150;8011;50;1361;pressing for time in seconds;110;12.05.21;2022-09-22 19:54:35;12.05.21;19:54:37;7;14;2021-12-05 19:54:35;2021-12-05 19:54:37;192;2.0;24.0;0.0
1151;1151;1151;1151;8011;60;1361;store a part from stopper 2;211;12.05.21;2022-09-22 19:56:21;12.05.21;19:56:34;5;1126;2021-12-05 19:56:21;2021-12-05 19:56:34;192;13.0;104.0;570.0
1152;1152;1152;1152;8011;10;1361;release a defined part on stopper 1;212;12.05.21;2022-09-22 19:47:23;12.05.21;19:47:39;5;0;2021-12-05 19:47:23;2021-12-05 19:47:39;193;16.0;0.0;0.0
1153;1153;1153;1153;8011;20;1361;feed part from magazin;200;12.05.21;2022-09-22 19:48:06;12.05.21;19:48:07;11;27;2021-12-05 19:48:06;2021-12-05 19:48:07;193;1.0;27.0;0.0
1154;1154;1154;1154;8011;30;1361;assemble a PCB with fuse left and right ;304;12.05.21;2022-09-22 19:52:55;12.05.21;19:54:46;8;6;2021-12-05 19:52:55;2021-12-05 19:54:46;193;111.0;288.0;0.0
1155;1155;1155;1155;8011;40;1361;feed part from magazin;200;12.05.21;2022-09-22 19:55:39;12.05.21;19:55:42;6;63;2021-12-05 19:55:39;2021-12-05 19:55:42;193;3.0;53.0;0.0
1156;1156;1156;1156;8011;50;1361;pressing for time in seconds;110;12.05.21;2022-09-22 19:55:55;12.05.21;19:55:57;7;14;2021-12-05 19:55:55;2021-12-05 19:55:57;193;2.0;13.0;0.0
1157;1157;1157;1157;8011;60;1361;store a part from stopper 2;211;12.05.21;2022-09-22 19:57:43;12.05.21;19:57:57;5;1126;2021-12-05 19:57:43;2021-12-05 19:57:57;193;14.0;106.0;634.0
1158;1158;1158;1158;8011;10;1361;release a defined part on stopper 1;212;12.05.21;2022-09-22 19:48:11;12.05.21;19:48:27;5;0;2021-12-05 19:48:11;2021-12-05 19:48:27;194;16.0;0.0;0.0
1159;1159;1159;1159;8011;20;1361;feed part from magazin;200;12.05.21;2022-09-22 19:48:54;12.05.21;19:48:55;11;27;2021-12-05 19:48:54;2021-12-05 19:48:55;194;1.0;27.0;0.0
1160;1160;1166;1166;8011;30;1361;assemble a PCB with fuse left and right ;304;12.05.21;2022-09-22 19:55:37;12.05.21;19:57:29;8;6;2021-12-05 19:55:37;2021-12-05 19:57:29;194;112.0;402.0;0.0
1161;1161;1167;1167;8011;40;1361;feed part from magazin;200;12.05.21;2022-09-22 19:58:15;12.05.21;19:58:18;6;63;2021-12-05 19:58:15;2021-12-05 19:58:18;194;3.0;46.0;0.0
1162;1162;1168;1168;8011;50;1361;pressing for time in seconds;110;12.05.21;2022-09-22 19:58:44;12.05.21;19:58:46;7;14;2021-12-05 19:58:44;2021-12-05 19:58:46;194;2.0;26.0;0.0
1163;1163;1169;1169;8011;60;1361;store a part from stopper 2;211;12.05.21;2022-09-22 20:00:32;12.05.21;20:00:45;5;1126;2021-12-05 20:00:32;2021-12-05 20:00:45;194;13.0;106.0;754.0
1164;1164;1164;1164;8011;10;1361;release a defined part on stopper 1;212;12.05.21;2022-09-22 19:48:57;12.05.21;19:49:12;5;0;2021-12-05 19:48:57;2021-12-05 19:49:12;195;15.000000000000002;0.0;0.0
1165;1165;1165;1165;8011;20;1361;feed part from magazin;200;12.05.21;2022-09-22 19:49:39;12.05.21;19:49:41;11;27;2021-12-05 19:49:39;2021-12-05 19:49:41;195;2.0;27.0;0.0
1166;1166;1160;1160;8011;30;1361;assemble a PCB with fuse left and right ;304;12.05.21;2022-09-22 20:04:32;12.05.21;20:10:56;8;6;2021-12-05 20:04:32;2021-12-05 20:10:56;195;384.0;891.0;0.0
1167;1167;1161;1161;8011;40;1361;feed part from magazin;200;12.05.21;2022-09-22 20:12:16;12.05.21;20:12:18;6;63;2021-12-05 20:12:16;2021-12-05 20:12:18;195;2.0;80.0;0.0
1168;1168;1162;1162;8011;50;1361;pressing for time in seconds;110;12.05.21;2022-09-22 20:12:41;12.05.21;20:12:43;7;14;2021-12-05 20:12:41;2021-12-05 20:12:43;195;2.0;23.0;0.0
1169;1169;1163;1163;8011;60;1361;store a part from stopper 2;211;12.05.21;2022-09-22 20:14:57;12.05.21;20:15:09;5;1126;2021-12-05 20:14:57;2021-12-05 20:15:09;195;12.0;134.0;1572.0
1170;1170;1170;1170;8110;10;1361;release a defined part on stopper 1;212;12.05.21;2022-09-22 19:49:15;12.05.21;19:49:27;5;0;2021-12-05 19:49:15;2021-12-05 19:49:27;196;12.0;0.0;0.0
1171;1171;1171;1171;8110;20;1361;feed part from magazin;200;12.05.21;2022-09-22 19:49:54;12.05.21;19:49:56;11;27;2021-12-05 19:49:54;2021-12-05 19:49:56;196;2.0;27.0;0.0
1172;1172;1172;1172;8110;30;1361;assembly part with defined PCB;300;12.05.21;2022-09-22 19:57:33;12.05.21;19:59:03;8;6;2021-12-05 19:57:33;2021-12-05 19:59:03;196;90.0;457.00000000000006;0.0
1173;1173;1173;1173;8110;40;1361;feed part from magazin;200;12.05.21;2022-09-22 20:00:15;12.05.21;20:00:17;6;63;2021-12-05 20:00:15;2021-12-05 20:00:17;196;2.0;72.0;0.0
1174;1174;1174;1174;8110;50;1361;pressing for time in seconds;110;12.05.21;2022-09-22 20:00:31;12.05.21;20:00:33;7;14;2021-12-05 20:00:31;2021-12-05 20:00:33;196;2.0;14.0;0.0
1175;1175;1175;1175;8110;60;1361;store a part from stopper 2;211;12.05.21;2022-09-22 20:01:53;12.05.21;20:02:06;5;1126;2021-12-05 20:01:53;2021-12-05 20:02:06;196;13.0;80.0;771.0
1176;1176;1176;1176;8110;10;1361;release a defined part on stopper 1;212;12.05.21;2022-09-22 19:49:42;12.05.21;19:49:56;5;0;2021-12-05 19:49:42;2021-12-05 19:49:56;197;14.0;0.0;0.0
1177;1177;1177;1177;8110;20;1361;feed part from magazin;200;12.05.21;2022-09-22 19:50:23;12.05.21;19:50:24;11;27;2021-12-05 19:50:23;2021-12-05 19:50:24;197;1.0;27.0;0.0
1178;1178;1184;1184;8110;30;1361;assembly part with defined PCB;300;12.05.21;2022-09-22 19:59:08;12.05.21;20:00:38;8;6;2021-12-05 19:59:08;2021-12-05 20:00:38;197;90.0;524.0;0.0
1179;1179;1185;1185;8110;40;1361;feed part from magazin;200;12.05.21;2022-09-22 20:01:35;12.05.21;20:01:37;6;63;2021-12-05 20:01:35;2021-12-05 20:01:37;197;2.0;57.0;0.0
1180;1180;1186;1186;8110;50;1361;pressing for time in seconds;110;12.05.21;2022-09-22 20:01:53;12.05.21;20:01:55;7;14;2021-12-05 20:01:53;2021-12-05 20:01:55;197;2.0;16.0;0.0
1181;1181;1187;1187;8110;60;1361;store a part from stopper 2;211;12.05.21;2022-09-22 20:03:37;12.05.21;20:03:49;5;1126;2021-12-05 20:03:37;2021-12-05 20:03:49;197;12.0;102.0;847.0
1182;1182;1182;1182;8110;10;1361;release a defined part on stopper 1;212;12.05.21;2022-09-22 19:50:41;12.05.21;19:50:56;5;0;2021-12-05 19:50:41;2021-12-05 19:50:56;198;15.000000000000002;0.0;0.0
1183;1183;1183;1183;8110;20;1361;feed part from magazin;200;12.05.21;2022-09-22 19:51:22;12.05.21;19:51:24;11;27;2021-12-05 19:51:22;2021-12-05 19:51:24;198;2.0;26.0;0.0
1184;1184;1178;1178;8110;30;1361;assembly part with defined PCB;300;12.05.21;2022-09-22 20:00:47;12.05.21;20:02:19;8;6;2021-12-05 20:00:47;2021-12-05 20:02:19;198;92.0;563.0;0.0
1185;1185;1179;1179;8110;40;1361;feed part from magazin;200;12.05.21;2022-09-22 20:03:04;12.05.21;20:03:07;6;63;2021-12-05 20:03:04;2021-12-05 20:03:07;198;3.0;45.0;0.0
1186;1186;1180;1180;8110;50;1361;pressing for time in seconds;110;12.05.21;2022-09-22 20:03:24;12.05.21;20:03:26;7;14;2021-12-05 20:03:24;2021-12-05 20:03:26;198;2.0;17.0;0.0
1187;1187;1181;1181;8110;60;1361;store a part from stopper 2;211;12.05.21;2022-09-22 20:05:06;12.05.21;20:05:19;5;1126;2021-12-05 20:05:06;2021-12-05 20:05:19;198;13.0;100.0;878.0
1188;1188;1188;1188;8110;10;1361;release a defined part on stopper 1;212;12.05.21;2022-09-22 19:51:12;12.05.21;19:51:28;5;0;2021-12-05 19:51:12;2021-12-05 19:51:28;199;16.0;0.0;0.0
1189;1189;1189;1189;8110;20;1361;feed part from magazin;200;12.05.21;2022-09-22 19:51:55;12.05.21;19:51:56;11;27;2021-12-05 19:51:55;2021-12-05 19:51:56;199;1.0;27.0;0.0
1190;1190;1196;1196;8110;30;1361;assembly part with defined PCB;300;12.05.21;2022-09-22 20:02:56;12.05.21;20:04:27;8;6;2021-12-05 20:02:56;2021-12-05 20:04:27;199;91.0;660.0;0.0
1191;1191;1197;1197;8110;40;1361;feed part from magazin;200;12.05.21;2022-09-22 20:05:09;12.05.21;20:05:11;6;63;2021-12-05 20:05:09;2021-12-05 20:05:11;199;2.0;42.0;0.0
1192;1192;1198;1198;8110;50;1361;pressing for time in seconds;110;12.05.21;2022-09-22 20:05:27;12.05.21;20:05:29;7;14;2021-12-05 20:05:27;2021-12-05 20:05:29;199;2.0;16.0;0.0
1193;1193;1199;1199;8110;60;1361;store a part from stopper 2;211;12.05.21;2022-09-22 20:07:06;12.05.21;20:07:17;5;1126;2021-12-05 20:07:06;2021-12-05 20:07:17;199;11.0;97.0;965.0000000000001
1194;1194;1194;1194;8110;10;1361;release a defined part on stopper 1;212;12.05.21;2022-09-22 19:55:50;12.05.21;19:56:03;5;0;2021-12-05 19:55:50;2021-12-05 19:56:03;200;13.0;0.0;0.0
1195;1195;1195;1195;8110;20;1361;feed part from magazin;200;12.05.21;2022-09-22 19:56:30;12.05.21;19:56:32;11;27;2021-12-05 19:56:30;2021-12-05 19:56:32;200;2.0;27.0;0.0
1196;1196;1190;1190;8110;30;1361;assembly part with defined PCB;300;12.05.21;2022-09-22 20:11:01;12.05.21;20:12:32;8;6;2021-12-05 20:11:01;2021-12-05 20:12:32;200;91.0;869.0;0.0
1197;1197;1191;1191;8110;40;1361;feed part from magazin;200;12.05.21;2022-09-22 20:13:37;12.05.21;20:13:40;6;63;2021-12-05 20:13:37;2021-12-05 20:13:40;200;3.0;65.0;0.0
1198;1198;1192;1192;8110;50;1361;pressing for time in seconds;110;12.05.21;2022-09-22 20:13:53;12.05.21;20:13:55;7;14;2021-12-05 20:13:53;2021-12-05 20:13:55;200;2.0;13.0;0.0
1199;1199;1193;1193;8110;60;1361;store a part from stopper 2;211;12.05.21;2022-09-22 20:15:54;12.05.21;20:16:07;5;1126;2021-12-05 20:15:54;2021-12-05 20:16:07;200;13.0;119.00000000000001;1217.0
1200;1200;1200;1200;8010;10;1362;release a defined part on stopper 1;212;12.05.21;2022-09-22 20:03:50;12.05.21;20:04:04;5;0;2021-12-05 20:03:50;2021-12-05 20:04:04;201;14.0;0.0;0.0
1201;1201;1201;1201;8010;20;1362;feed part from magazin;200;12.05.21;2022-09-22 20:04:30;12.05.21;20:04:32;11;27;2021-12-05 20:04:30;2021-12-05 20:04:32;201;2.0;26.0;0.0
1202;1202;1202;1202;8010;30;1362;assemble a PCB with one fuse left;302;12.05.21;2022-09-22 20:12:36;12.05.21;20:14:53;8;6;2021-12-05 20:12:36;2021-12-05 20:14:53;201;137.0;484.00000000000006;0.0
1203;1203;1203;1203;8010;40;1362;feed part from magazin;200;12.05.21;2022-09-22 20:15:49;12.05.21;20:15:51;6;63;2021-12-05 20:15:49;2021-12-05 20:15:51;201;2.0;56.0;0.0
1204;1204;1204;1204;8010;50;1362;pressing for time in seconds;110;12.05.21;2022-09-22 20:16:07;12.05.21;20:16:09;7;14;2021-12-05 20:16:07;2021-12-05 20:16:09;201;2.0;16.0;0.0
1205;1205;1205;1205;8010;60;1362;store a part from stopper 2;211;12.05.21;2022-09-22 20:18:06;12.05.21;20:18:19;5;1126;2021-12-05 20:18:06;2021-12-05 20:18:19;201;13.0;117.00000000000001;869.0
1206;1206;1209;1209;8010;10;1362;release a defined part on stopper 1;212;12.05.21;2022-09-22 20:04:07;12.05.21;20:04:19;5;0;2021-12-05 20:04:07;2021-12-05 20:04:19;202;12.0;0.0;0.0
1207;1207;1210;1210;8010;20;1362;feed part from magazin;200;12.05.21;2022-09-22 20:04:46;12.05.21;20:04:48;11;27;2021-12-05 20:04:46;2021-12-05 20:04:48;202;2.0;27.0;0.0
1208;1208;1211;1211;8010;30;1362;assemble a PCB with one fuse left;302;12.05.21;2022-09-22 20:18:38;12.05.21;20:20:21;8;6;2021-12-05 20:18:38;2021-12-05 20:20:21;202;103.0;830.0;0.0
1209;1209;1206;1206;8010;40;1362;feed part from magazin;200;12.05.21;2022-09-22 20:21:07;12.05.21;20:21:10;6;63;2021-12-05 20:21:07;2021-12-05 20:21:10;202;3.0;46.0;0.0
1210;1210;1207;1207;8010;50;1362;pressing for time in seconds;110;12.05.21;2022-09-22 20:21:29;12.05.21;20:21:31;7;14;2021-12-05 20:21:29;2021-12-05 20:21:31;202;2.0;19.0;0.0
1211;1211;1208;1208;8010;60;1362;store a part from stopper 2;211;12.05.21;2022-09-22 20:22:50;12.05.21;20:23:04;5;1126;2021-12-05 20:22:50;2021-12-05 20:23:04;202;14.0;79.0;1137.0
1212;1212;1212;1212;8011;10;1362;release a defined part on stopper 1;212;12.05.21;2022-09-22 20:04:38;12.05.21;20:04:52;5;0;2021-12-05 20:04:38;2021-12-05 20:04:52;203;14.0;0.0;0.0
1213;1213;1213;1213;8011;20;1362;feed part from magazin;200;12.05.21;2022-09-22 20:05:18;12.05.21;20:05:20;11;27;2021-12-05 20:05:18;2021-12-05 20:05:20;203;2.0;26.0;0.0
1214;1214;1214;1214;8011;30;1362;assemble a PCB with fuse left and right ;304;12.05.21;2022-09-22 20:23:46;12.05.21;20:25:37;8;6;2021-12-05 20:23:46;2021-12-05 20:25:37;203;111.0;1106.0;0.0
1215;1215;1215;1215;8011;40;1362;feed part from magazin;200;12.05.21;2022-09-22 20:26:19;12.05.21;20:26:21;6;63;2021-12-05 20:26:19;2021-12-05 20:26:21;203;2.0;42.0;0.0
1216;1216;1216;1216;8011;50;1362;pressing for time in seconds;110;12.05.21;2022-09-22 20:26:35;12.05.21;20:26:37;7;14;2021-12-05 20:26:35;2021-12-05 20:26:37;203;2.0;14.0;0.0
1217;1217;1217;1217;8011;60;1362;store a part from stopper 2;211;12.05.21;2022-09-22 20:28:59;12.05.21;20:29:11;5;1126;2021-12-05 20:28:59;2021-12-05 20:29:11;203;12.0;142.0;1473.0
1218;1218;1218;1218;8011;10;1362;release a defined part on stopper 1;212;12.05.21;2022-09-22 20:05:25;12.05.21;20:05:39;5;0;2021-12-05 20:05:25;2021-12-05 20:05:39;204;14.0;0.0;0.0
1219;1219;1219;1219;8011;20;1362;feed part from magazin;200;12.05.21;2022-09-22 20:06:06;12.05.21;20:06:41;11;27;2021-12-05 20:06:06;2021-12-05 20:06:41;204;35.0;27.0;0.0
1220;1220;1220;1220;8011;30;1362;assemble a PCB with fuse left and right ;304;12.05.21;2022-09-22 20:25:42;12.05.21;20:27:33;8;6;2021-12-05 20:25:42;2021-12-05 20:27:33;204;111.0;1141.0;0.0
1221;1221;1221;1221;8011;40;1362;feed part from magazin;200;12.05.21;2022-09-22 20:28:23;12.05.21;20:28:25;6;63;2021-12-05 20:28:23;2021-12-05 20:28:25;204;2.0;50.0;0.0
1222;1222;1222;1222;8011;50;1362;pressing for time in seconds;110;12.05.21;2022-09-22 20:28:38;12.05.21;20:28:40;7;14;2021-12-05 20:28:38;2021-12-05 20:28:40;204;2.0;13.0;0.0
1223;1223;1223;1223;8011;60;1362;store a part from stopper 2;211;12.05.21;2022-09-22 20:30:12;12.05.21;20:30:24;5;1126;2021-12-05 20:30:12;2021-12-05 20:30:24;204;12.0;92.0;1499.0
1224;1224;1236;1236;8111;10;1362;release a defined part on stopper 1;212;12.05.21;2022-09-22 20:07:18;12.05.21;20:07:31;5;0;2021-12-05 20:07:18;2021-12-05 20:07:31;205;13.0;0.0;0.0
1225;1225;1237;1237;8111;20;1362;feed part from magazin;200;12.05.21;2022-09-22 20:07:58;12.05.21;20:08:00;11;27;2021-12-05 20:07:58;2021-12-05 20:08:00;205;2.0;27.0;0.0
1226;1226;1244;1244;8111;30;1362;assembly part with defined PCB;300;12.05.21;2022-09-22 20:14:57;12.05.21;20:16:35;8;6;2021-12-05 20:14:57;2021-12-05 20:16:35;205;98.0;417.0;0.0
1227;1227;1245;1245;8111;40;1362;feed part from magazin;200;12.05.21;2022-09-22 20:17:39;12.05.21;20:17:41;6;63;2021-12-05 20:17:39;2021-12-05 20:17:41;205;2.0;64.0;0.0
1228;1228;1246;1246;8111;50;1362;pressing for time in seconds;110;12.05.21;2022-09-22 20:17:59;12.05.21;20:18:01;7;14;2021-12-05 20:17:59;2021-12-05 20:18:01;205;2.0;18.0;0.0
1229;1229;1247;1247;8111;60;1362;store a part from stopper 2;211;12.05.21;2022-09-22 20:19:25;12.05.21;20:19:39;5;1126;2021-12-05 20:19:25;2021-12-05 20:19:39;205;14.0;84.0;741.0
1230;1230;1242;1242;8111;10;1362;release a defined part on stopper 1;212;12.05.21;2022-09-22 20:08:52;12.05.21;20:09:06;5;0;2021-12-05 20:08:52;2021-12-05 20:09:06;206;14.0;0.0;0.0
1231;1231;1243;1243;8111;20;1362;feed part from magazin;200;12.05.21;2022-09-22 20:09:33;12.05.21;20:09:35;11;27;2021-12-05 20:09:33;2021-12-05 20:09:35;206;2.0;27.0;0.0
