;level_0;Unnamed: 0;index;Produktvariante;Prozessschritt;Auftragsnummer;Prozessbeschreibung;Prozessnummer;Startdatum;Startzeit;Enddatum;Endzeit;Arbeitsstation;Transportzeit;Start;Ende;werkstueckID
1153;1153;1153;1153;8011;20;1361;feed part from magazin;200;12.05.2021;19:48:06;12.05.2021;19:48:07;11;27;05.12.2021 19:48;05.12.2021 19:48;193
1154;1154;1154;1154;8011;30;1361;assemble a PCB with fuse left and right ;304;12.05.2021;19:52:55;12.05.2021;19:54:46;8;6;05.12.2021 19:52;05.12.2021 19:54;193
1155;1155;1155;1155;8011;40;1361;feed part from magazin;200;12.05.2021;19:55:39;12.05.2021;19:55:42;6;63;05.12.2021 19:55;05.12.2021 19:55;193
1156;1156;1156;1156;8011;50;1361;pressing for time in seconds;110;12.05.2021;19:55:55;12.05.2021;19:55:57;7;14;05.12.2021 19:55;05.12.2021 19:55;193
1157;1157;1157;1157;8011;60;1361;store a part from stopper 2;211;12.05.2021;19:57:43;12.05.2021;19:57:57;5;1126;05.12.2021 19:57;05.12.2021 19:57;193
1158;1158;1158;1158;8011;10;1361;release a defined part on stopper 1;212;12.05.2021;19:48:11;12.05.2021;19:48:27;5;0;05.12.2021 19:48;05.12.2021 19:48;194
1159;1159;1159;1159;8011;20;1361;feed part from magazin;200;12.05.2021;19:48:54;12.05.2021;19:48:55;11;27;05.12.2021 19:48;05.12.2021 19:48;194
1160;1160;1160;1166;8011;30;1361;assemble a PCB with fuse left and right ;304;12.05.2021;19:55:37;12.05.2021;19:57:29;8;6;05.12.2021 19:55;05.12.2021 19:57;194
1161;1161;1161;1167;8011;40;1361;feed part from magazin;200;12.05.2021;19:58:15;12.05.2021;19:58:18;6;63;05.12.2021 19:58;05.12.2021 19:58;194
1162;1162;1162;1168;8011;50;1361;pressing for time in seconds;110;12.05.2021;19:58:44;12.05.2021;19:58:46;7;14;05.12.2021 19:58;05.12.2021 19:58;194
1163;1163;1163;1169;8011;60;1361;store a part from stopper 2;211;12.05.2021;20:00:32;12.05.2021;20:00:45;5;1126;05.12.2021 20:00;05.12.2021 20:00;194
1164;1164;1168;1164;8011;10;1361;release a defined part on stopper 1;212;12.05.2021;19:48:57;12.05.2021;19:49:12;5;0;05.12.2021 19:48;05.12.2021 19:49;195
1165;1165;1169;1165;8011;20;1361;feed part from magazin;200;12.05.2021;19:49:39;12.05.2021;19:49:41;11;27;05.12.2021 19:49;05.12.2021 19:49;195
1166;1166;1164;1160;8011;30;1361;assemble a PCB with fuse left and right ;304;12.05.2021;20:04:32;12.05.2021;20:10:56;8;6;05.12.2021 20:04;05.12.2021 20:10;195
1167;1167;1165;1161;8011;40;1361;feed part from magazin;200;12.05.2021;20:12:16;12.05.2021;20:12:18;6;63;05.12.2021 20:12;05.12.2021 20:12;195
1168;1168;1166;1162;8011;50;1361;pressing for time in seconds;110;12.05.2021;20:12:41;12.05.2021;20:12:43;7;14;05.12.2021 20:12;05.12.2021 20:12;195
1169;1169;1167;1163;8011;60;1361;store a part from stopper 2;211;12.05.2021;20:14:57;12.05.2021;20:15:09;5;1126;05.12.2021 20:14;05.12.2021 20:15;195
1170;1170;1170;1170;8110;10;1361;release a defined part on stopper 1;212;12.05.2021;19:49:15;12.05.2021;19:49:27;5;0;05.12.2021 19:49;05.12.2021 19:49;196
1171;1171;1171;1171;8110;20;1361;feed part from magazin;200;12.05.2021;19:49:54;12.05.2021;19:49:56;11;27;05.12.2021 19:49;05.12.2021 19:49;196
1172;1172;1172;1172;8110;30;1361;assembly part with defined PCB;300;12.05.2021;19:57:33;12.05.2021;19:59:03;8;6;05.12.2021 19:57;05.12.2021 19:59;196
1173;1173;1173;1173;8110;40;1361;feed part from magazin;200;12.05.2021;20:00:15;12.05.2021;20:00:17;6;63;05.12.2021 20:00;05.12.2021 20:00;196
1174;1174;1174;1174;8110;50;1361;pressing for time in seconds;110;12.05.2021;20:00:31;12.05.2021;20:00:33;7;14;05.12.2021 20:00;05.12.2021 20:00;196
1175;1175;1175;1175;8110;60;1361;store a part from stopper 2;211;12.05.2021;20:01:53;12.05.2021;20:02:06;5;1126;05.12.2021 20:01;05.12.2021 20:02;196
1176;1176;1176;1176;8110;10;1361;release a defined part on stopper 1;212;12.05.2021;19:49:42;12.05.2021;19:49:56;5;0;05.12.2021 19:49;05.12.2021 19:49;197
1177;1177;1177;1177;8110;20;1361;feed part from magazin;200;12.05.2021;19:50:23;12.05.2021;19:50:24;11;27;05.12.2021 19:50;05.12.2021 19:50;197
1178;1178;1178;1184;8110;30;1361;assembly part with defined PCB;300;12.05.2021;19:59:08;12.05.2021;20:00:38;8;6;05.12.2021 19:59;05.12.2021 20:00;197
1179;1179;1179;1185;8110;40;1361;feed part from magazin;200;12.05.2021;20:01:35;12.05.2021;20:01:37;6;63;05.12.2021 20:01;05.12.2021 20:01;197
1180;1180;1180;1186;8110;50;1361;pressing for time in seconds;110;12.05.2021;20:01:53;12.05.2021;20:01:55;7;14;05.12.2021 20:01;05.12.2021 20:01;197
1181;1181;1181;1187;8110;60;1361;store a part from stopper 2;211;12.05.2021;20:03:37;12.05.2021;20:03:49;5;1126;05.12.2021 20:03;05.12.2021 20:03;197
1182;1182;1186;1182;8110;10;1361;release a defined part on stopper 1;212;12.05.2021;19:50:41;12.05.2021;19:50:56;5;0;05.12.2021 19:50;05.12.2021 19:50;198
1183;1183;1187;1183;8110;20;1361;feed part from magazin;200;12.05.2021;19:51:22;12.05.2021;19:51:24;11;27;05.12.2021 19:51;05.12.2021 19:51;198
1184;1184;1182;1178;8110;30;1361;assembly part with defined PCB;300;12.05.2021;20:00:47;12.05.2021;20:02:19;8;6;05.12.2021 20:00;05.12.2021 20:02;198
1185;1185;1183;1179;8110;40;1361;feed part from magazin;200;12.05.2021;20:03:04;12.05.2021;20:03:07;6;63;05.12.2021 20:03;05.12.2021 20:03;198
1186;1186;1184;1180;8110;50;1361;pressing for time in seconds;110;12.05.2021;20:03:24;12.05.2021;20:03:26;7;14;05.12.2021 20:03;05.12.2021 20:03;198
1187;1187;1185;1181;8110;60;1361;store a part from stopper 2;211;12.05.2021;20:05:06;12.05.2021;20:05:19;5;1126;05.12.2021 20:05;05.12.2021 20:05;198
1188;1188;1188;1188;8110;10;1361;release a defined part on stopper 1;212;12.05.2021;19:51:12;12.05.2021;19:51:28;5;0;05.12.2021 19:51;05.12.2021 19:51;199
1189;1189;1189;1189;8110;20;1361;feed part from magazin;200;12.05.2021;19:51:55;12.05.2021;19:51:56;11;27;05.12.2021 19:51;05.12.2021 19:51;199
1190;1190;1190;1196;8110;30;1361;assembly part with defined PCB;300;12.05.2021;20:02:56;12.05.2021;20:04:27;8;6;05.12.2021 20:02;05.12.2021 20:04;199
1191;1191;1191;1197;8110;40;1361;feed part from magazin;200;12.05.2021;20:05:09;12.05.2021;20:05:11;6;63;05.12.2021 20:05;05.12.2021 20:05;199
1192;1192;1192;1198;8110;50;1361;pressing for time in seconds;110;12.05.2021;20:05:27;12.05.2021;20:05:29;7;14;05.12.2021 20:05;05.12.2021 20:05;199
1193;1193;1193;1199;8110;60;1361;store a part from stopper 2;211;12.05.2021;20:07:06;12.05.2021;20:07:17;5;1126;05.12.2021 20:07;05.12.2021 20:07;199
1194;1194;1198;1194;8110;10;1361;release a defined part on stopper 1;212;12.05.2021;19:55:50;12.05.2021;19:56:03;5;0;05.12.2021 19:55;05.12.2021 19:56;200
1195;1195;1199;1195;8110;20;1361;feed part from magazin;200;12.05.2021;19:56:30;12.05.2021;19:56:32;11;27;05.12.2021 19:56;05.12.2021 19:56;200
1196;1196;1194;1190;8110;30;1361;assembly part with defined PCB;300;12.05.2021;20:11:01;12.05.2021;20:12:32;8;6;05.12.2021 20:11;05.12.2021 20:12;200
1197;1197;1195;1191;8110;40;1361;feed part from magazin;200;12.05.2021;20:13:37;12.05.2021;20:13:40;6;63;05.12.2021 20:13;05.12.2021 20:13;200
1198;1198;1196;1192;8110;50;1361;pressing for time in seconds;110;12.05.2021;20:13:53;12.05.2021;20:13:55;7;14;05.12.2021 20:13;05.12.2021 20:13;200
1199;1199;1197;1193;8110;60;1361;store a part from stopper 2;211;12.05.2021;20:15:54;12.05.2021;20:16:07;5;1126;05.12.2021 20:15;05.12.2021 20:16;200
1200;1200;1200;1200;8010;10;1362;release a defined part on stopper 1;212;12.05.2021;20:03:50;12.05.2021;20:04:04;5;0;05.12.2021 20:03;05.12.2021 20:04;201
1201;1201;1201;1201;8010;20;1362;feed part from magazin;200;12.05.2021;20:04:30;12.05.2021;20:04:32;11;27;05.12.2021 20:04;05.12.2021 20:04;201
1202;1202;1202;1202;8010;30;1362;assemble a PCB with one fuse left;302;12.05.2021;20:12:36;12.05.2021;20:14:53;8;6;05.12.2021 20:12;05.12.2021 20:14;201
1203;1203;1203;1203;8010;40;1362;feed part from magazin;200;12.05.2021;20:15:49;12.05.2021;20:15:51;6;63;05.12.2021 20:15;05.12.2021 20:15;201
1204;1204;1204;1204;8010;50;1362;pressing for time in seconds;110;12.05.2021;20:16:07;12.05.2021;20:16:09;7;14;05.12.2021 20:16;05.12.2021 20:16;201
1205;1205;1205;1205;8010;60;1362;store a part from stopper 2;211;12.05.2021;20:18:06;12.05.2021;20:18:19;5;1126;05.12.2021 20:18;05.12.2021 20:18;201
1206;1206;1209;1209;8010;10;1362;release a defined part on stopper 1;212;12.05.2021;20:04:07;12.05.2021;20:04:19;5;0;05.12.2021 20:04;05.12.2021 20:04;202
1207;1207;1210;1210;8010;20;1362;feed part from magazin;200;12.05.2021;20:04:46;12.05.2021;20:04:48;11;27;05.12.2021 20:04;05.12.2021 20:04;202
1208;1208;1211;1211;8010;30;1362;assemble a PCB with one fuse left;302;12.05.2021;20:18:38;12.05.2021;20:20:21;8;6;05.12.2021 20:18;05.12.2021 20:20;202
1209;1209;1206;1206;8010;40;1362;feed part from magazin;200;12.05.2021;20:21:07;12.05.2021;20:21:10;6;63;05.12.2021 20:21;05.12.2021 20:21;202
1210;1210;1207;1207;8010;50;1362;pressing for time in seconds;110;12.05.2021;20:21:29;12.05.2021;20:21:31;7;14;05.12.2021 20:21;05.12.2021 20:21;202
1211;1211;1208;1208;8010;60;1362;store a part from stopper 2;211;12.05.2021;20:22:50;12.05.2021;20:23:04;5;1126;05.12.2021 20:22;05.12.2021 20:23;202
1212;1212;1212;1212;8011;10;1362;release a defined part on stopper 1;212;12.05.2021;20:04:38;12.05.2021;20:04:52;5;0;05.12.2021 20:04;05.12.2021 20:04;203
1213;1213;1213;1213;8011;20;1362;feed part from magazin;200;12.05.2021;20:05:18;12.05.2021;20:05:20;11;27;05.12.2021 20:05;05.12.2021 20:05;203
1214;1214;1214;1214;8011;30;1362;assemble a PCB with fuse left and right ;304;12.05.2021;20:23:46;12.05.2021;20:25:37;8;6;05.12.2021 20:23;05.12.2021 20:25;203
1215;1215;1215;1215;8011;40;1362;feed part from magazin;200;12.05.2021;20:26:19;12.05.2021;20:26:21;6;63;05.12.2021 20:26;05.12.2021 20:26;203
1216;1216;1216;1216;8011;50;1362;pressing for time in seconds;110;12.05.2021;20:26:35;12.05.2021;20:26:37;7;14;05.12.2021 20:26;05.12.2021 20:26;203
1217;1217;1217;1217;8011;60;1362;store a part from stopper 2;211;12.05.2021;20:28:59;12.05.2021;20:29:11;5;1126;05.12.2021 20:28;05.12.2021 20:29;203
1218;1218;1218;1218;8011;10;1362;release a defined part on stopper 1;212;12.05.2021;20:05:25;12.05.2021;20:05:39;5;0;05.12.2021 20:05;05.12.2021 20:05;204
1219;1219;1219;1219;8011;20;1362;feed part from magazin;200;12.05.2021;20:06:06;12.05.2021;20:06:41;11;27;05.12.2021 20:06;05.12.2021 20:06;204
1220;1220;1220;1220;8011;30;1362;assemble a PCB with fuse left and right ;304;12.05.2021;20:25:42;12.05.2021;20:27:33;8;6;05.12.2021 20:25;05.12.2021 20:27;204
1221;1221;1221;1221;8011;40;1362;feed part from magazin;200;12.05.2021;20:28:23;12.05.2021;20:28:25;6;63;05.12.2021 20:28;05.12.2021 20:28;204
1222;1222;1222;1222;8011;50;1362;pressing for time in seconds;110;12.05.2021;20:28:38;12.05.2021;20:28:40;7;14;05.12.2021 20:28;05.12.2021 20:28;204
1223;1223;1223;1223;8011;60;1362;store a part from stopper 2;211;12.05.2021;20:30:12;12.05.2021;20:30:24;5;1126;05.12.2021 20:30;05.12.2021 20:30;204
1224;1224;1224;1236;8111;10;1362;release a defined part on stopper 1;212;12.05.2021;20:07:18;12.05.2021;20:07:31;5;0;05.12.2021 20:07;05.12.2021 20:07;205
1225;1225;1225;1237;8111;20;1362;feed part from magazin;200;12.05.2021;20:07:58;12.05.2021;20:08:00;11;27;05.12.2021 20:07;05.12.2021 20:08;205
1226;1226;1226;1244;8111;30;1362;assembly part with defined PCB;300;12.05.2021;20:14:57;12.05.2021;20:16:35;8;6;05.12.2021 20:14;05.12.2021 20:16;205
1227;1227;1227;1245;8111;40;1362;feed part from magazin;200;12.05.2021;20:17:39;12.05.2021;20:17:41;6;63;05.12.2021 20:17;05.12.2021 20:17;205
1228;1228;1228;1246;8111;50;1362;pressing for time in seconds;110;12.05.2021;20:17:59;12.05.2021;20:18:01;7;14;05.12.2021 20:17;05.12.2021 20:18;205
1229;1229;1229;1247;8111;60;1362;store a part from stopper 2;211;12.05.2021;20:19:25;12.05.2021;20:19:39;5;1126;05.12.2021 20:19;05.12.2021 20:19;205
1230;1230;1234;1242;8111;10;1362;release a defined part on stopper 1;212;12.05.2021;20:08:52;12.05.2021;20:09:06;5;0;05.12.2021 20:08;05.12.2021 20:09;206
1231;1231;1235;1243;8111;20;1362;feed part from magazin;200;12.05.2021;20:09:33;12.05.2021;20:09:35;11;27;05.12.2021 20:09;05.12.2021 20:09;206
1232;1232;1230;1238;8111;30;1362;assembly part with defined PCB;300;12.05.2021;20:20:26;12.05.2021;20:22:05;8;6;05.12.2021 20:20;05.12.2021 20:22;206
1233;1233;1231;1239;8111;40;1362;feed part from magazin;200;12.05.2021;20:22:47;12.05.2021;20:22:50;6;63;05.12.2021 20:22;05.12.2021 20:22;206
1234;1234;1232;1240;8111;50;1362;pressing for time in seconds;110;12.05.2021;20:23:03;12.05.2021;20:23:05;7;14;05.12.2021 20:23;05.12.2021 20:23;206
1235;1235;1233;1241;8111;60;1362;store a part from stopper 2;211;12.05.2021;20:24:49;12.05.2021;20:25:01;5;1126;05.12.2021 20:24;05.12.2021 20:25;206
1236;1236;1236;1224;8110;10;1362;release a defined part on stopper 1;212;12.05.2021;20:05:43;12.05.2021;20:05:57;5;0;05.12.2021 20:05;05.12.2021 20:05;207
1237;1237;1237;1225;8110;20;1362;feed part from magazin;200;12.05.2021;20:06:45;12.05.2021;20:06:46;11;27;05.12.2021 20:06;05.12.2021 20:06;207
1238;1238;1238;1232;8110;30;1362;assembly part with defined PCB;300;12.05.2021;20:17:03;12.05.2021;20:18:34;8;6;05.12.2021 20:17;05.12.2021 20:18;207
1239;1239;1239;1233;8110;40;1362;feed part from magazin;200;12.05.2021;20:19:15;12.05.2021;20:19:17;6;63;05.12.2021 20:19;05.12.2021 20:19;207
1240;1240;1240;1234;8110;50;1362;pressing for time in seconds;110;12.05.2021;20:19:43;12.05.2021;20:19:45;7;14;05.12.2021 20:19;05.12.2021 20:19;207
1241;1241;1241;1235;8110;60;1362;store a part from stopper 2;211;12.05.2021;20:21:18;12.05.2021;20:21:30;5;1126;05.12.2021 20:21;05.12.2021 20:21;207
1242;1242;1246;1230;8110;10;1362;release a defined part on stopper 1;212;12.05.2021;20:06:37;12.05.2021;20:06:50;5;0;05.12.2021 20:06;05.12.2021 20:06;208
1243;1243;1247;1231;8110;20;1362;feed part from magazin;200;12.05.2021;20:07:18;12.05.2021;20:07:20;11;27;05.12.2021 20:07;05.12.2021 20:07;208
1244;1244;1242;1226;8110;30;1362;assembly part with defined PCB;300;12.05.2021;20:22:09;12.05.2021;20:23:39;8;6;05.12.2021 20:22;05.12.2021 20:23;208
1245;1245;1243;1227;8110;40;1362;feed part from magazin;200;12.05.2021;20:24:33;12.05.2021;20:24:35;6;63;05.12.2021 20:24;05.12.2021 20:24;208
1246;1246;1244;1228;8110;50;1362;pressing for time in seconds;110;12.05.2021;20:24:49;12.05.2021;20:24:51;7;14;05.12.2021 20:24;05.12.2021 20:24;208
1247;1247;1245;1229;8110;60;1362;store a part from stopper 2;211;12.05.2021;20:26:25;12.05.2021;20:26:37;5;1126;05.12.2021 20:26;05.12.2021 20:26;208
1248;1248;1248;1248;8010;10;1363;release a defined part on stopper 1;212;12.05.2021;20:24:19;12.05.2021;20:24:33;5;0;05.12.2021 20:24;05.12.2021 20:24;209
1249;1249;1249;1249;8010;20;1363;feed part from magazin;200;12.05.2021;20:25:00;12.05.2021;20:25:01;11;27;05.12.2021 20:25;05.12.2021 20:25;209
1250;1250;1250;1250;8010;30;1363;assemble a PCB with one fuse left;302;12.05.2021;20:27:55;12.05.2021;20:29:38;8;6;05.12.2021 20:27;05.12.2021 20:29;209
1251;1251;1251;1251;8010;40;1363;feed part from magazin;200;12.05.2021;20:30:23;12.05.2021;20:30:26;6;63;05.12.2021 20:30;05.12.2021 20:30;209
1252;1252;1252;1252;8010;50;1363;pressing for time in seconds;110;12.05.2021;20:30:39;12.05.2021;20:30:41;7;14;05.12.2021 20:30;05.12.2021 20:30;209
1253;1253;1253;1253;8010;60;1363;store a part from stopper 2;211;12.05.2021;20:32:50;12.05.2021;20:33:02;5;1126;05.12.2021 20:32;05.12.2021 20:33;209
1254;1254;1254;1254;8010;10;1363;release a defined part on stopper 1;212;12.05.2021;20:25:02;12.05.2021;20:25:15;5;0;05.12.2021 20:25;05.12.2021 20:25;210
1255;1255;1255;1255;8010;20;1363;feed part from magazin;200;12.05.2021;20:25:41;12.05.2021;20:25:43;11;27;05.12.2021 20:25;05.12.2021 20:25;210
1256;1256;1256;1256;8010;30;1363;assemble a PCB with one fuse left;302;12.05.2021;20:29:43;12.05.2021;20:31:26;8;6;05.12.2021 20:29;05.12.2021 20:31;210
1257;1257;1257;1257;8010;40;1363;feed part from magazin;200;12.05.2021;20:32:23;12.05.2021;20:32:25;6;63;05.12.2021 20:32;05.12.2021 20:32;210
1258;1258;1258;1258;8010;50;1363;pressing for time in seconds;110;12.05.2021;20:32:38;12.05.2021;20:32:40;7;14;05.12.2021 20:32;05.12.2021 20:32;210
1259;1259;1259;1259;8010;60;1363;store a part from stopper 2;211;12.05.2021;20:34:16;12.05.2021;20:34:29;5;1126;05.12.2021 20:34;05.12.2021 20:34;210
1260;1260;1260;1260;8011;10;1363;release a defined part on stopper 1;212;12.05.2021;20:26:38;12.05.2021;20:26:51;5;0;05.12.2021 20:26;05.12.2021 20:26;211
1261;1261;1261;1261;8011;20;1363;feed part from magazin;200;12.05.2021;20:27:17;12.05.2021;20:27:19;11;27;05.12.2021 20:27;05.12.2021 20:27;211
1262;1262;1262;1262;8011;30;1363;assemble a PCB with fuse left and right ;304;12.05.2021;20:31:32;12.05.2021;20:33:23;8;6;05.12.2021 20:31;05.12.2021 20:33;211
1263;1263;1263;1263;8011;40;1363;feed part from magazin;200;12.05.2021;20:34:54;12.05.2021;20:34:57;6;63;05.12.2021 20:34;05.12.2021 20:34;211
1264;1264;1264;1264;8011;50;1363;pressing for time in seconds;110;12.05.2021;20:35:10;12.05.2021;20:35:12;7;14;05.12.2021 20:35;05.12.2021 20:35;211
1265;1265;1265;1265;8011;60;1363;store a part from stopper 2;211;12.05.2021;20:37:04;12.05.2021;20:37:16;5;1126;05.12.2021 20:37;05.12.2021 20:37;211
1266;1266;1266;1266;8011;10;1363;release a defined part on stopper 1;212;12.05.2021;20:26:54;12.05.2021;20:27:08;5;0;05.12.2021 20:26;05.12.2021 20:27;212
1267;1267;1267;1267;8011;20;1363;feed part from magazin;200;12.05.2021;20:27:35;12.05.2021;20:27:36;11;27;05.12.2021 20:27;05.12.2021 20:27;212
1268;1268;1268;1268;8011;30;1363;assemble a PCB with fuse left and right ;304;12.05.2021;20:33:52;12.05.2021;20:35:43;8;6;05.12.2021 20:33;05.12.2021 20:35;212
1269;1269;1269;1269;8011;40;1363;feed part from magazin;200;12.05.2021;20:36:28;12.05.2021;20:36:30;6;63;05.12.2021 20:36;05.12.2021 20:36;212
1270;1270;1270;1270;8011;50;1363;pressing for time in seconds;110;12.05.2021;20:36:54;12.05.2021;20:36:56;7;14;05.12.2021 20:36;05.12.2021 20:36;212
1271;1271;1271;1271;8011;60;1363;store a part from stopper 2;211;12.05.2021;20:38:28;12.05.2021;20:38:41;5;1126;05.12.2021 20:38;05.12.2021 20:38;212
1272;1272;1272;1284;8111;10;1363;release a defined part on stopper 1;212;12.05.2021;20:27:46;12.05.2021;20:28:00;5;0;05.12.2021 20:27;05.12.2021 20:28;213
1273;1273;1273;1285;8111;20;1363;feed part from magazin;200;12.05.2021;20:28:27;12.05.2021;20:28:29;11;27;05.12.2021 20:28;05.12.2021 20:28;213
1274;1274;1274;1286;8111;30;1363;assembly part with defined PCB;300;12.05.2021;20:35:47;12.05.2021;20:37:27;8;6;05.12.2021 20:35;05.12.2021 20:37;213
1275;1275;1275;1287;8111;40;1363;feed part from magazin;200;12.05.2021;20:38:49;12.05.2021;20:38:51;6;63;05.12.2021 20:38;05.12.2021 20:38;213
1276;1276;1276;1288;8111;50;1363;pressing for time in seconds;110;12.05.2021;20:39:05;12.05.2021;20:39:07;7;14;05.12.2021 20:39;05.12.2021 20:39;213
1277;1277;1277;1289;8111;60;1363;store a part from stopper 2;211;12.05.2021;20:40:56;12.05.2021;20:41:08;5;1126;05.12.2021 20:40;05.12.2021 20:41;213
1278;1278;1278;1290;8111;10;1363;release a defined part on stopper 1;212;12.05.2021;20:28:10;12.05.2021;20:28:24;5;0;05.12.2021 20:28;05.12.2021 20:28;214
1279;1279;1279;1291;8111;20;1363;feed part from magazin;200;12.05.2021;20:28:51;12.05.2021;20:28:53;11;27;05.12.2021 20:28;05.12.2021 20:28;214
1280;1280;1280;1292;8111;30;1363;assembly part with defined PCB;300;12.05.2021;20:37:31;12.05.2021;20:39:10;8;6;05.12.2021 20:37;05.12.2021 20:39;214
1281;1281;1281;1293;8111;40;1363;feed part from magazin;200;12.05.2021;20:40:11;12.05.2021;20:40:13;6;63;05.12.2021 20:40;05.12.2021 20:40;214
1282;1282;1282;1294;8111;50;1363;pressing for time in seconds;110;12.05.2021;20:40:27;12.05.2021;20:40:29;7;14;05.12.2021 20:40;05.12.2021 20:40;214
1283;1283;1283;1295;8111;60;1363;store a part from stopper 2;211;12.05.2021;20:42:04;12.05.2021;20:42:16;5;1126;05.12.2021 20:42;05.12.2021 20:42;214
1284;1284;1284;1272;8110;10;1363;release a defined part on stopper 1;212;12.05.2021;20:27:12;12.05.2021;20:27:26;5;0;05.12.2021 20:27;05.12.2021 20:27;215
1285;1285;1285;1273;8110;20;1363;feed part from magazin;200;12.05.2021;20:27:52;12.05.2021;20:27:54;11;27;05.12.2021 20:27;05.12.2021 20:27;215
1286;1286;1286;1280;8110;30;1363;assembly part with defined PCB;300;12.05.2021;20:39:18;12.05.2021;20:40:49;8;6;05.12.2021 20:39;05.12.2021 20:40;215
1287;1287;1287;1281;8110;40;1363;feed part from magazin;200;12.05.2021;20:41:40;12.05.2021;20:41:42;6;63;05.12.2021 20:41;05.12.2021 20:41;215
1288;1288;1288;1282;8110;50;1363;pressing for time in seconds;110;12.05.2021;20:41:56;12.05.2021;20:41:58;7;14;05.12.2021 20:41;05.12.2021 20:41;215
1289;1289;1289;1283;8110;60;1363;store a part from stopper 2;211;12.05.2021;20:43:30;12.05.2021;20:43:43;5;1126;05.12.2021 20:43;05.12.2021 20:43;215
1290;1290;1294;1278;8110;10;1363;release a defined part on stopper 1;212;12.05.2021;20:27:29;12.05.2021;20:27:43;5;0;05.12.2021 20:27;05.12.2021 20:27;216
1291;1291;1295;1279;8110;20;1363;feed part from magazin;200;12.05.2021;20:28:09;12.05.2021;20:28:11;11;27;05.12.2021 20:28;05.12.2021 20:28;216
1292;1292;1290;1274;8110;30;1363;assembly part with defined PCB;300;12.05.2021;20:41:57;12.05.2021;20:43:33;8;6;05.12.2021 20:41;05.12.2021 20:43;216
1293;1293;1291;1275;8110;40;1363;feed part from magazin;200;12.05.2021;20:44:41;12.05.2021;20:44:43;6;63;05.12.2021 20:44;05.12.2021 20:44;216
1294;1294;1292;1276;8110;50;1363;pressing for time in seconds;110;12.05.2021;20:45:03;12.05.2021;20:45:05;7;14;05.12.2021 20:45;05.12.2021 20:45;216
